prospectno,FDD,MAXDPD24M,max_DPD_LFT,Total_Payments,TGT
768059,31OCT2016,0,,>24 Payment,0
768061,30SEP2016,0,,>24 Payment,0
768063,31OCT2016,0,,>24 Payment,0
768064,31OCT2016,88,88,>24 Payment,1
768069,30SEP2016,0,,>24 Payment,0
768071,31OCT2016,0,,>24 Payment,0
768074,30SEP2016,0,,>24 Payment,0
768077,15DEC2016,0,,>24 Payment,0
768081,30NOV2016,0,,>24 Payment,0
768082,28OCT2016,0,,>24 Payment,0
768085,30SEP2016,0,,>24 Payment,0
768094,30NOV2016,0,,>24 Payment,0
768102,30SEP2016,0,,>24 Payment,0
768117,31JAN2017,0,,>24 Payment,0
768120,25OCT2016,0,,>24 Payment,0
768138,31OCT2016,57,86,>24 Payment,0
768140,30SEP2016,0,,>24 Payment,0
768143,20OCT2016,0,,>24 Payment,0
768144,30SEP2016,0,,>24 Payment,0
768145,30SEP2016,330,453,>24 Payment,1
768147,31OCT2016,0,,>24 Payment,0
768148,23OCT2016,0,,>24 Payment,0
768151,28OCT2016,0,,>24 Payment,0
768157,22OCT2016,0,,>24 Payment,0
768163,28OCT2016,0,,>24 Payment,0
768188,30SEP2016,0,,>24 Payment,0
768195,25OCT2016,0,,>24 Payment,0
768197,29NOV2016,0,,>24 Payment,0
768199,31JAN2017,0,,>24 Payment,0
768200,31DEC2016,0,,>24 Payment,0
768212,25OCT2016,0,,>24 Payment,0
768215,11NOV2016,0,,>24 Payment,0
768218,20OCT2016,27,27,>24 Payment,0
768219,11NOV2016,0,,>24 Payment,0
768220,24OCT2016,0,,>24 Payment,0
768221,16DEC2016,0,,>24 Payment,0
768222,30SEP2016,0,,>24 Payment,0
768230,28OCT2016,0,,>24 Payment,0
768234,24OCT2016,0,,>24 Payment,0
768244,19OCT2016,0,,>24 Payment,0
768245,26OCT2016,0,58,>24 Payment,0
768246,28FEB2017,0,,19-24 Payment,0
768248,21OCT2016,0,,>24 Payment,0
768250,30SEP2016,0,,>24 Payment,0
768251,29OCT2016,0,,>24 Payment,0
768254,30SEP2016,0,,>24 Payment,0
768263,29OCT2016,0,,>24 Payment,0
768264,27OCT2016,0,,>24 Payment,0
768265,18OCT2016,58,58,>24 Payment,0
768268,30SEP2016,0,,>24 Payment,0
768271,18OCT2016,0,,>24 Payment,0
768274,28OCT2016,0,,>24 Payment,0
768275,30SEP2016,27,27,>24 Payment,0
768276,31OCT2016,0,,>24 Payment,0
768277,31OCT2016,0,,>24 Payment,0
768285,31JAN2017,58,58,>24 Payment,0
768292,30SEP2016,0,,>24 Payment,0
768293,31JAN2017,0,,>24 Payment,0
768315,30NOV2016,0,,>24 Payment,0
768318,30SEP2016,0,,>24 Payment,0
768322,31DEC2016,0,,>24 Payment,0
768330,31OCT2016,0,,>24 Payment,0
768333,31OCT2016,0,,>24 Payment,0
768337,26NOV2016,0,,>24 Payment,0
768338,21OCT2016,0,,>24 Payment,0
768347,30SEP2016,0,,>24 Payment,0
768350,11NOV2016,0,,>24 Payment,0
768353,31DEC2016,0,,>24 Payment,0
768370,28NOV2016,0,,>24 Payment,0
768375,28OCT2016,0,,>24 Payment,0
768377,31OCT2016,0,,>24 Payment,0
768380,31OCT2016,0,,>24 Payment,0
768381,28OCT2016,0,,>24 Payment,0
768384,27OCT2016,0,,>24 Payment,0
768394,30SEP2016,88,88,19-24 Payment,1
768406,28DEC2016,0,,>24 Payment,0
768409,30SEP2016,0,,>24 Payment,0
768411,30NOV2016,0,,>24 Payment,0
768418,10NOV2016,0,,>24 Payment,0
768425,30SEP2016,88,88,>24 Payment,1
768437,30SEP2016,27,27,>24 Payment,0
768443,31DEC2016,0,,>24 Payment,0
768445,28FEB2017,0,,19-24 Payment,0
768453,30NOV2016,0,,>24 Payment,0
768460,31OCT2016,0,,>24 Payment,0
768465,29OCT2016,0,,>24 Payment,0
768469,30SEP2016,0,,>24 Payment,0
768472,31OCT2016,88,88,>24 Payment,1
768473,30SEP2016,0,,>24 Payment,0
768475,30SEP2016,0,,>24 Payment,0
768478,30SEP2016,0,,>24 Payment,0
768487,30SEP2016,0,,>24 Payment,0
768490,30SEP2016,0,,>24 Payment,0
768494,30SEP2016,0,,>24 Payment,0
768496,28NOV2016,0,,>24 Payment,0
768503,31OCT2016,0,,>24 Payment,0
768505,28FEB2017,0,,19-24 Payment,0
768508,28OCT2016,0,,>24 Payment,0
768513,30NOV2016,0,,>24 Payment,0
768514,28OCT2016,0,,>24 Payment,0
768519,15NOV2016,0,,>24 Payment,0
768520,25NOV2016,0,,>24 Payment,0
768533,29OCT2016,0,,>24 Payment,0
768543,31OCT2016,0,,>24 Payment,0
768550,31OCT2016,0,,>24 Payment,0
768552,28NOV2016,0,,>24 Payment,0
768554,30SEP2016,0,,>24 Payment,0
768557,30NOV2016,0,27,>24 Payment,0
768566,25OCT2016,0,,>24 Payment,0
768572,31OCT2016,0,,>24 Payment,0
768580,30SEP2016,0,,>24 Payment,0
768585,21OCT2016,0,,>24 Payment,0
768587,26OCT2016,0,,>24 Payment,0
768595,30SEP2016,0,,>24 Payment,0
768598,30SEP2016,178,178,>24 Payment,1
768609,31OCT2016,0,,>24 Payment,0
768610,29OCT2016,0,,>24 Payment,0
768621,31OCT2016,0,,>24 Payment,0
768625,31OCT2016,0,,>24 Payment,0
768629,30SEP2016,0,,>24 Payment,0
768630,21OCT2016,0,,>24 Payment,0
768633,21OCT2016,0,,>24 Payment,0
768637,31OCT2016,0,,>24 Payment,0
768640,31OCT2016,0,,>24 Payment,0
768651,27OCT2016,0,,>24 Payment,0
768657,31OCT2016,27,27,>24 Payment,0
768665,31DEC2016,0,,>24 Payment,0
768668,20OCT2016,0,,>24 Payment,0
768669,30SEP2016,0,,>24 Payment,0
768671,30SEP2016,0,,>24 Payment,0
768680,31OCT2016,0,,>24 Payment,0
768683,30NOV2016,0,,>24 Payment,0
768685,20DEC2016,27,27,>24 Payment,0
768686,29SEP2016,0,,>24 Payment,0
768688,29OCT2016,0,,>24 Payment,0
768696,31OCT2016,0,,>24 Payment,0
768697,30NOV2016,0,,>24 Payment,0
768699,31OCT2016,0,,>24 Payment,0
768700,22FEB2017,0,,19-24 Payment,0
768702,28OCT2016,0,,>24 Payment,0
768706,30SEP2016,0,,>24 Payment,0
768717,28OCT2016,0,,>24 Payment,0
768721,26OCT2016,0,,>24 Payment,0
768727,30NOV2016,0,,>24 Payment,0
768738,31OCT2016,0,,>24 Payment,0
768739,31OCT2016,0,,>24 Payment,0
768743,25OCT2016,22,22,>24 Payment,0
768745,26OCT2016,0,,>24 Payment,0
768751,31OCT2016,0,,>24 Payment,0
768752,30NOV2016,0,,>24 Payment,0
768756,30NOV2016,0,,>24 Payment,0
768766,30SEP2016,0,,>24 Payment,0
768768,26DEC2016,0,,>24 Payment,0
768769,26DEC2016,0,,>24 Payment,0
768770,24OCT2016,0,,>24 Payment,0
768784,17NOV2016,22,22,>24 Payment,0
768791,27OCT2016,0,,>24 Payment,0
768792,30NOV2016,0,0,>24 Payment,0
768795,25OCT2016,484,604,>24 Payment,1
768812,18OCT2016,0,,>24 Payment,0
768815,30NOV2016,0,,>24 Payment,0
768817,31JAN2017,0,,>24 Payment,0
768821,29SEP2016,0,,>24 Payment,0
768822,30SEP2016,0,,>24 Payment,0
768825,30SEP2016,0,,>24 Payment,0
768826,31OCT2016,0,,>24 Payment,0
768827,31OCT2016,27,27,>24 Payment,0
768828,30SEP2016,0,,>24 Payment,0
768840,30SEP2016,0,,>24 Payment,0
768844,29NOV2016,0,,>24 Payment,0
768851,30SEP2016,0,,>24 Payment,0
768858,29DEC2016,0,,>24 Payment,0
768861,31OCT2016,0,,>24 Payment,0
768863,30SEP2016,0,,>24 Payment,0
768872,11NOV2016,0,,>24 Payment,0
768877,30SEP2016,0,,>24 Payment,0
768885,25OCT2016,27,57,>24 Payment,0
768894,30SEP2016,26,26,>24 Payment,0
768901,26OCT2016,0,,>24 Payment,0
768904,22OCT2016,0,,>24 Payment,0
768906,31OCT2016,57,57,>24 Payment,0
768909,30NOV2016,58,86,>24 Payment,0
768918,31DEC2016,0,,>24 Payment,0
768921,30SEP2016,0,,>24 Payment,0
768931,30NOV2016,53,53,>24 Payment,0
768945,31OCT2016,0,,>24 Payment,0
768947,31OCT2016,0,,>24 Payment,0
768951,28OCT2016,0,,>24 Payment,0
768954,24OCT2016,0,,>24 Payment,0
768955,30SEP2016,0,,>24 Payment,0
768962,07OCT2016,0,,>24 Payment,0
768965,13FEB2017,0,,19-24 Payment,0
768976,15NOV2016,0,,>24 Payment,0
768988,30NOV2016,0,,>24 Payment,0
768991,27OCT2016,0,,>24 Payment,0
768999,28OCT2016,0,,>24 Payment,0
769027,08DEC2016,0,,>24 Payment,0
769040,11NOV2016,0,,>24 Payment,0
769042,30SEP2016,0,,>24 Payment,0
769044,26OCT2016,0,22,>24 Payment,0
769045,30NOV2016,0,,>24 Payment,0
769051,25OCT2016,0,,>24 Payment,0
769054,26OCT2016,0,,>24 Payment,0
769057,31DEC2016,0,,>24 Payment,0
769059,29OCT2016,0,,>24 Payment,0
769069,22OCT2016,0,,>24 Payment,0
769072,21OCT2016,0,,>24 Payment,0
769074,31OCT2016,0,,>24 Payment,0
769076,30SEP2016,0,,>24 Payment,0
769078,31OCT2016,0,,>24 Payment,0
769082,31OCT2016,0,,>24 Payment,0
769084,30NOV2016,0,,>24 Payment,0
769090,30NOV2016,0,,>24 Payment,0
769092,31DEC2016,0,,>24 Payment,0
769097,26OCT2016,0,,>24 Payment,0
769099,30NOV2016,0,,>24 Payment,0
769101,31OCT2016,0,,>24 Payment,0
769105,27DEC2016,0,,>24 Payment,0
769106,31OCT2016,0,,19-24 Payment,0
769108,31OCT2016,0,,>24 Payment,0
769112,30SEP2016,0,,>24 Payment,0
769113,31OCT2016,0,,>24 Payment,0
769119,30NOV2016,0,,>24 Payment,0
769142,30NOV2016,0,,>24 Payment,0
769150,31OCT2016,0,,>24 Payment,0
769157,30SEP2016,0,,>24 Payment,0
769161,31OCT2016,0,0,>24 Payment,0
769170,31JAN2017,0,,>24 Payment,0
769171,31OCT2016,0,,>24 Payment,0
769172,31OCT2016,0,,>24 Payment,0
769177,26OCT2016,0,,>24 Payment,0
769182,14NOV2016,0,,>24 Payment,0
769188,30NOV2016,0,,>24 Payment,0
769193,28FEB2017,0,,19-24 Payment,0
769195,28NOV2016,0,,>24 Payment,0
769196,29OCT2016,0,,19-24 Payment,0
769203,25OCT2016,0,,>24 Payment,0
769207,30SEP2016,0,,>24 Payment,0
769212,30SEP2016,0,,>24 Payment,0
769214,30NOV2016,0,,>24 Payment,0
769215,31OCT2016,210,330,>24 Payment,1
769233,30NOV2016,0,,>24 Payment,0
769239,30SEP2016,0,,>24 Payment,0
769241,31OCT2016,22,22,>24 Payment,0
769254,30SEP2016,0,,>24 Payment,0
769256,31OCT2016,53,53,>24 Payment,0
769257,31OCT2016,58,58,>24 Payment,0
769268,30SEP2016,0,,>24 Payment,0
769269,30SEP2016,0,,>24 Payment,0
769278,24OCT2016,0,,>24 Payment,0
769282,31DEC2016,0,,>24 Payment,0
769291,30NOV2016,0,,>24 Payment,0
769294,31OCT2016,0,,>24 Payment,0
769297,21JAN2017,0,,>24 Payment,0
769301,31OCT2016,0,,>24 Payment,0
769305,31JAN2017,0,,>24 Payment,0
769316,31DEC2016,0,,>24 Payment,0
769324,25OCT2016,58,58,>24 Payment,0
769325,30SEP2016,0,,>24 Payment,0
769327,30SEP2016,0,,>24 Payment,0
769345,30SEP2016,0,,>24 Payment,0
769356,31OCT2016,0,,19-24 Payment,0
769357,30NOV2016,26,26,>24 Payment,0
769362,31OCT2016,0,24,>24 Payment,0
769374,31OCT2016,0,,>24 Payment,0
769377,31OCT2016,83,83,>24 Payment,1
769381,25OCT2016,27,27,>24 Payment,0
769391,25OCT2016,0,86,>24 Payment,0
769394,20OCT2016,0,,>24 Payment,0
769404,30SEP2016,0,,>24 Payment,0
769414,25OCT2016,53,53,>24 Payment,0
769415,30SEP2016,27,27,>24 Payment,0
769417,30NOV2016,0,,>24 Payment,0
769418,24OCT2016,0,,>24 Payment,0
769419,17OCT2016,0,,>24 Payment,0
769422,31OCT2016,0,,>24 Payment,0
769428,28JAN2017,0,,>24 Payment,0
769429,31JAN2017,0,,>24 Payment,0
769435,30SEP2016,0,,>24 Payment,0
769440,21OCT2016,21,21,>24 Payment,0
769448,18OCT2016,0,,>24 Payment,0
769452,30NOV2016,88,88,>24 Payment,1
769453,25NOV2016,0,,>24 Payment,0
769455,24OCT2016,0,,>24 Payment,0
769458,31OCT2016,0,,>24 Payment,0
769465,21OCT2016,0,,>24 Payment,0
769468,30SEP2016,0,,19-24 Payment,0
769469,31OCT2016,0,,>24 Payment,0
769478,31OCT2016,26,26,>24 Payment,0
769481,26OCT2016,0,,>24 Payment,0
769485,27DEC2016,0,,>24 Payment,0
769487,26OCT2016,0,,>24 Payment,0
769494,31JAN2017,27,27,>24 Payment,0
769500,30NOV2016,0,,>24 Payment,0
769501,26OCT2016,24,24,>24 Payment,0
769502,31OCT2016,0,,>24 Payment,0
769504,27OCT2016,0,,>24 Payment,0
769508,25OCT2016,0,,>24 Payment,0
769512,30NOV2016,0,,>24 Payment,0
769530,31DEC2016,0,,>24 Payment,0
769532,31OCT2016,0,,>24 Payment,0
769538,30SEP2016,0,,>24 Payment,0
769540,30NOV2016,0,,>24 Payment,0
769541,31OCT2016,0,,>24 Payment,0
769543,28OCT2016,0,19,>24 Payment,0
769545,30NOV2016,0,,>24 Payment,0
769546,30NOV2016,0,,>24 Payment,0
769548,31JAN2017,0,,>24 Payment,0
769549,22NOV2016,0,,>24 Payment,0
769550,30NOV2016,0,,>24 Payment,0
769552,30NOV2016,0,,>24 Payment,0
769568,25OCT2016,0,55,>24 Payment,0
769575,16FEB2017,0,,19-24 Payment,0
769580,24OCT2016,0,,>24 Payment,0
769597,19OCT2016,0,,>24 Payment,0
769598,31OCT2016,58,58,>24 Payment,0
769600,24OCT2016,0,,>24 Payment,0
769601,20OCT2016,0,,>24 Payment,0
769604,30NOV2016,0,,>24 Payment,0
769609,30NOV2016,0,,>24 Payment,0
769611,25NOV2016,0,,>24 Payment,0
769612,16NOV2016,0,,>24 Payment,0
769615,31OCT2016,0,,>24 Payment,0
769619,31OCT2016,0,,>24 Payment,0
769630,25OCT2016,0,,>24 Payment,0
769631,17OCT2016,0,,>24 Payment,0
769637,21NOV2016,0,,>24 Payment,0
769639,29OCT2016,0,,>24 Payment,0
769642,30NOV2016,0,,>24 Payment,0
769660,27OCT2016,0,,>24 Payment,0
769661,31OCT2016,0,,>24 Payment,0
769662,31OCT2016,0,,>24 Payment,0
769670,31OCT2016,0,,>24 Payment,0
769671,31OCT2016,0,,>24 Payment,0
769678,27OCT2016,0,,>24 Payment,0
769692,19OCT2016,0,,>24 Payment,0
769693,31OCT2016,0,,>24 Payment,0
769694,19OCT2016,0,,>24 Payment,0
769697,18NOV2016,0,,>24 Payment,0
769710,29OCT2016,0,,>24 Payment,0
769713,31DEC2016,0,,>24 Payment,0
769716,29NOV2016,0,,>24 Payment,0
769717,31DEC2016,0,,>24 Payment,0
769724,30NOV2016,0,,>24 Payment,0
769725,31JAN2017,0,,>24 Payment,0
769746,30NOV2016,0,,>24 Payment,0
769749,30NOV2016,0,,>24 Payment,0
769755,30NOV2016,27,55,>24 Payment,0
769764,30NOV2016,0,27,>24 Payment,0
769766,31OCT2016,0,,>24 Payment,0
769767,25OCT2016,0,,>24 Payment,0
769770,25OCT2016,0,,>24 Payment,0
769772,31OCT2016,0,,>24 Payment,0
769773,31OCT2016,0,,>24 Payment,0
769775,31JAN2017,0,,>24 Payment,0
769783,20OCT2016,0,,>24 Payment,0
769784,28DEC2016,0,,>24 Payment,0
769785,24OCT2016,0,,>24 Payment,0
769786,30NOV2016,0,,>24 Payment,0
769787,30NOV2016,0,,>24 Payment,0
769792,31OCT2016,0,,>24 Payment,0
769794,30NOV2016,0,,>24 Payment,0
769796,30NOV2016,0,,>24 Payment,0
769797,31OCT2016,0,,>24 Payment,0
769798,30NOV2016,0,,>24 Payment,0
769801,18OCT2016,27,27,>24 Payment,0
769803,31OCT2016,24,24,>24 Payment,0
769805,26OCT2016,0,,>24 Payment,0
769827,25OCT2016,0,,>24 Payment,0
769828,28OCT2016,0,,>24 Payment,0
769830,26OCT2016,0,,>24 Payment,0
769834,30NOV2016,0,,>24 Payment,0
769835,31DEC2016,0,,>24 Payment,0
769841,24OCT2016,0,,>24 Payment,0
769846,31OCT2016,0,,>24 Payment,0
769847,30NOV2016,0,,>24 Payment,0
769849,31OCT2016,0,,>24 Payment,0
769861,31OCT2016,0,,>24 Payment,0
769866,30NOV2016,0,,>24 Payment,0
769867,28OCT2016,0,,>24 Payment,0
769872,31OCT2016,22,22,>24 Payment,0
769873,15OCT2016,19,19,>24 Payment,0
769875,29OCT2016,0,,>24 Payment,0
769879,31OCT2016,0,,>24 Payment,0
769884,24OCT2016,0,,>24 Payment,0
769886,24OCT2016,0,,>24 Payment,0
769891,31OCT2016,0,,>24 Payment,0
769896,29OCT2016,0,,>24 Payment,0
769899,30NOV2016,0,,>24 Payment,0
769903,30NOV2016,0,,>24 Payment,0
769907,31OCT2016,0,,>24 Payment,0
769908,31DEC2016,0,,>24 Payment,0
769911,25OCT2016,57,57,>24 Payment,0
769914,30NOV2016,0,,>24 Payment,0
769927,31OCT2016,0,,>24 Payment,0
769928,30NOV2016,0,,>24 Payment,0
769944,31OCT2016,0,,>24 Payment,0
769949,31OCT2016,0,,>24 Payment,0
769956,31OCT2016,0,,>24 Payment,0
769959,27OCT2016,0,,>24 Payment,0
769961,31OCT2016,0,,>24 Payment,0
769966,30NOV2016,0,,>24 Payment,0
769973,30NOV2016,0,,>24 Payment,0
769976,31OCT2016,0,,>24 Payment,0
769985,30NOV2016,21,21,>24 Payment,0
769986,25OCT2016,0,,>24 Payment,0
769989,31OCT2016,0,,>24 Payment,0
769990,31DEC2016,27,27,>24 Payment,0
769991,31OCT2016,0,,>24 Payment,0
770009,31DEC2016,0,,>24 Payment,0
770011,30NOV2016,0,,>24 Payment,0
770018,30NOV2016,0,,>24 Payment,0
770019,11NOV2016,0,,>24 Payment,0
770021,31DEC2016,0,,>24 Payment,0
770023,31DEC2016,0,,>24 Payment,0
770028,22NOV2016,0,,>24 Payment,0
770029,24OCT2016,0,,>24 Payment,0
770035,31JAN2017,484,484,>24 Payment,1
770051,30NOV2016,0,,>24 Payment,0
770056,31OCT2016,0,,>24 Payment,0
770064,31OCT2016,0,,>24 Payment,0
770073,28NOV2016,0,,>24 Payment,0
770084,31OCT2016,0,,>24 Payment,0
770086,31OCT2016,0,,>24 Payment,0
770092,31DEC2016,0,,>24 Payment,0
770104,27OCT2016,0,,>24 Payment,0
770108,30NOV2016,0,,>24 Payment,0
770110,30NOV2016,0,,>24 Payment,0
770113,29NOV2016,0,,>24 Payment,0
770114,31OCT2016,0,,>24 Payment,0
770115,31JAN2017,0,,>24 Payment,0
770116,31JAN2017,0,,>24 Payment,0
770126,27OCT2016,0,,>24 Payment,0
770127,29NOV2016,0,,>24 Payment,0
770128,31DEC2016,0,,>24 Payment,0
770141,31OCT2016,0,,>24 Payment,0
770149,30NOV2016,0,,>24 Payment,0
770155,08NOV2016,0,,>24 Payment,0
770158,28OCT2016,0,,>24 Payment,0
770160,31OCT2016,0,,>24 Payment,0
770165,24OCT2016,0,,>24 Payment,0
770166,08NOV2016,0,,>24 Payment,0
770169,09DEC2016,0,,>24 Payment,0
770186,31OCT2016,0,,>24 Payment,0
770187,31OCT2016,0,,>24 Payment,0
770189,10FEB2017,0,,19-24 Payment,0
770190,31DEC2016,0,,>24 Payment,0
770191,27OCT2016,0,,>24 Payment,0
770194,30NOV2016,0,,>24 Payment,0
770199,26OCT2016,0,,>24 Payment,0
770201,31DEC2016,0,,>24 Payment,0
770203,28OCT2016,0,,>24 Payment,0
770216,31JAN2017,88,88,>24 Payment,1
770217,26OCT2016,26,27,>24 Payment,0
770219,30NOV2016,0,,>24 Payment,0
770234,31OCT2016,0,,>24 Payment,0
770236,31JAN2017,0,,>24 Payment,0
770238,21JAN2017,0,,>24 Payment,0
770247,30NOV2016,0,,>24 Payment,0
770260,31OCT2016,0,,>24 Payment,0
770267,30NOV2016,0,,>24 Payment,0
770282,30NOV2016,0,,>24 Payment,0
770292,27OCT2016,0,19,>24 Payment,0
770293,31OCT2016,0,,>24 Payment,0
770295,21DEC2016,0,,>24 Payment,0
770300,31OCT2016,0,,>24 Payment,0
770308,30NOV2016,0,,>24 Payment,0
770322,31OCT2016,0,,>24 Payment,0
770328,10NOV2016,0,,>24 Payment,0
770331,19NOV2016,0,,>24 Payment,0
770332,31OCT2016,27,27,>24 Payment,0
770333,30NOV2016,0,,>24 Payment,0
770335,26NOV2016,0,,>24 Payment,0
770338,30NOV2016,0,,>24 Payment,0
770339,31OCT2016,0,,>24 Payment,0
770344,27OCT2016,0,,>24 Payment,0
770355,31OCT2016,0,,>24 Payment,0
770361,30NOV2016,0,,>24 Payment,0
770362,31DEC2016,0,,>24 Payment,0
770364,30NOV2016,0,,>24 Payment,0
770373,31OCT2016,0,,>24 Payment,0
770376,15NOV2016,0,,>24 Payment,0
770377,28NOV2016,0,,>24 Payment,0
770395,30NOV2016,0,,>24 Payment,0
770397,25OCT2016,0,,>24 Payment,0
770401,25NOV2016,57,58,>24 Payment,0
770403,09NOV2016,0,,>24 Payment,0
770415,26OCT2016,0,,>24 Payment,0
770416,31OCT2016,26,26,>24 Payment,0
770418,28FEB2017,0,,19-24 Payment,0
770425,30NOV2016,0,,>24 Payment,0
770431,31OCT2016,0,,>24 Payment,0
770434,25OCT2016,22,22,>24 Payment,0
770436,29OCT2016,0,,>24 Payment,0
770437,29OCT2016,0,,>24 Payment,0
770443,27OCT2016,0,,>24 Payment,0
770448,23DEC2016,0,,>24 Payment,0
770450,28FEB2017,0,,19-24 Payment,0
770462,30NOV2016,0,,>24 Payment,0
770465,31OCT2016,27,27,>24 Payment,0
770467,26OCT2016,0,,>24 Payment,0
770473,23DEC2016,0,,>24 Payment,0
770474,08NOV2016,0,,>24 Payment,0
770481,30NOV2016,0,,>24 Payment,0
770485,31DEC2016,0,,>24 Payment,0
770486,28NOV2016,27,27,>24 Payment,0
770491,20OCT2016,0,,>24 Payment,0
770494,28DEC2016,0,,>24 Payment,0
770496,25JAN2017,0,,>24 Payment,0
770498,09DEC2016,0,,>24 Payment,0
770500,31OCT2016,0,,>24 Payment,0
770505,19DEC2016,0,,>24 Payment,0
770509,31OCT2016,0,,>24 Payment,0
770513,31OCT2016,0,,>24 Payment,0
770514,31OCT2016,0,,>24 Payment,0
770517,31OCT2016,0,,>24 Payment,0
770521,30NOV2016,0,,19-24 Payment,0
770522,30NOV2016,0,,>24 Payment,0
770524,31OCT2016,0,,>24 Payment,0
770527,31OCT2016,0,,>24 Payment,0
770532,28NOV2016,0,,>24 Payment,0
770535,31OCT2016,0,,>24 Payment,0
770538,31OCT2016,0,,>24 Payment,0
770539,31DEC2016,0,,>24 Payment,0
770544,26NOV2016,53,53,>24 Payment,0
770545,31OCT2016,22,22,>24 Payment,0
770547,31OCT2016,118,118,>24 Payment,1
770553,31OCT2016,0,,>24 Payment,0
770555,31JAN2017,0,,>24 Payment,0
770559,31DEC2016,0,,>24 Payment,0
770565,30DEC2016,0,,>24 Payment,0
770578,30NOV2016,0,,>24 Payment,0
770580,31OCT2016,0,27,>24 Payment,0
770582,26OCT2016,0,,>24 Payment,0
770585,30NOV2016,0,,>24 Payment,0
770590,27JAN2017,0,,>24 Payment,0
770598,31OCT2016,58,58,>24 Payment,0
770602,31JAN2017,0,,>24 Payment,0
770605,30NOV2016,27,27,>24 Payment,0
770617,31OCT2016,0,,>24 Payment,0
770618,30NOV2016,88,88,>24 Payment,1
770630,29OCT2016,0,,>24 Payment,0
770632,31OCT2016,0,,>24 Payment,0
770645,31OCT2016,0,,>24 Payment,0
770654,26OCT2016,0,,>24 Payment,0
770661,26OCT2016,0,,>24 Payment,0
770669,31OCT2016,0,,>24 Payment,0
770672,31OCT2016,0,,>24 Payment,0
770675,30NOV2016,0,,19-24 Payment,0
770684,31OCT2016,0,,>24 Payment,0
770685,30NOV2016,0,,>24 Payment,0
770688,30NOV2016,0,,>24 Payment,0
770696,31OCT2016,0,,>24 Payment,0
770697,31OCT2016,0,,>24 Payment,0
770700,31OCT2016,0,,>24 Payment,0
770709,28OCT2016,0,,>24 Payment,0
770717,31OCT2016,0,,>24 Payment,0
770718,31OCT2016,0,,>24 Payment,0
770719,31JAN2017,0,,>24 Payment,0
770720,31OCT2016,0,,>24 Payment,0
770734,31OCT2016,331,331,19-24 Payment,1
770735,24NOV2016,0,,>24 Payment,0
770737,31DEC2016,0,,>24 Payment,0
770741,30NOV2016,0,,>24 Payment,0
770747,30NOV2016,0,,>24 Payment,0
770750,30NOV2016,0,,>24 Payment,0
770751,24NOV2016,0,,>24 Payment,0
770764,26OCT2016,0,,>24 Payment,0
770766,30NOV2016,0,,>24 Payment,0
770769,30NOV2016,0,,>24 Payment,0
770773,31OCT2016,0,,>24 Payment,0
770780,31DEC2016,0,,>24 Payment,0
770787,31OCT2016,0,,19-24 Payment,0
770789,31OCT2016,0,,>24 Payment,0
770798,31OCT2016,0,,>24 Payment,0
770799,31OCT2016,0,,>24 Payment,0
770808,30NOV2016,0,,>24 Payment,0
770811,31OCT2016,0,,>24 Payment,0
770814,31DEC2016,0,,>24 Payment,0
770819,31OCT2016,0,,>24 Payment,0
770842,30NOV2016,0,,>24 Payment,0
770850,31OCT2016,0,,>24 Payment,0
770853,28OCT2016,180,180,>24 Payment,1
770858,31OCT2016,0,,>24 Payment,0
770864,31OCT2016,269,389,>24 Payment,1
770871,14NOV2016,27,27,>24 Payment,0
770872,31OCT2016,0,,>24 Payment,0
770873,31DEC2016,0,,>24 Payment,0
770886,31OCT2016,0,,>24 Payment,0
770888,31OCT2016,0,,>24 Payment,0
770890,31OCT2016,0,,>24 Payment,0
770896,31OCT2016,0,,>24 Payment,0
770911,31OCT2016,0,,>24 Payment,0
770913,25NOV2016,0,,>24 Payment,0
770916,31OCT2016,0,,>24 Payment,0
770920,31DEC2016,0,,>24 Payment,0
770922,31OCT2016,0,0,>24 Payment,0
770924,30NOV2016,0,,>24 Payment,0
770925,25OCT2016,0,,>24 Payment,0
770926,26OCT2016,0,,>24 Payment,0
770943,25OCT2016,0,,>24 Payment,0
770944,26DEC2016,0,,>24 Payment,0
770948,30NOV2016,0,,>24 Payment,0
770951,30NOV2016,0,,>24 Payment,0
770952,30NOV2016,0,,>24 Payment,0
770963,30NOV2016,0,,>24 Payment,0
770964,31JAN2017,0,,>24 Payment,0
770965,23JAN2017,0,,>24 Payment,0
770973,22OCT2016,24,24,>24 Payment,0
770974,31OCT2016,0,,>24 Payment,0
770977,31OCT2016,0,,>24 Payment,0
770978,31OCT2016,0,,>24 Payment,0
770981,31JAN2017,0,,>24 Payment,0
770988,30NOV2016,0,,>24 Payment,0
770991,30NOV2016,0,,>24 Payment,0
770994,25NOV2016,0,,>24 Payment,0
771000,31DEC2016,0,,>24 Payment,0
771002,19DEC2016,0,,>24 Payment,0
771003,30NOV2016,27,86,>24 Payment,0
771008,09NOV2016,0,,>24 Payment,0
771014,28OCT2016,0,,>24 Payment,0
771015,25NOV2016,0,,>24 Payment,0
771017,31OCT2016,0,,>24 Payment,0
771026,31OCT2016,0,,>24 Payment,0
771029,31OCT2016,0,,>24 Payment,0
771035,31JAN2017,0,,>24 Payment,0
771045,31OCT2016,88,88,>24 Payment,1
771049,30NOV2016,58,58,>24 Payment,0
771050,08NOV2016,0,,>24 Payment,0
